file,num_seqs,sum_len
A0635_R1.fastq.gz,7829660,1174449000
A0635_R2.fastq.gz,7829660,1174449000
A0636_R1.fastq.gz,7421796,1113269400
A0636_R2.fastq.gz,7421796,1113269400
A0637_R1.fastq.gz,7601888,1140283200
A0637_R2.fastq.gz,7601888,1140283200
A0638_R1.fastq.gz,7569372,1135405800
A0638_R2.fastq.gz,7569372,1135405800
A0639_R1.fastq.gz,7308129,1096219350
A0639_R2.fastq.gz,7308129,1096219350
A0640_R1.fastq.gz,7321833,1098274950
A0640_R2.fastq.gz,7321833,1098274950
A0641_R1.fastq.gz,6487527,973129050
A0641_R2.fastq.gz,6487527,973129050
A0642_R1.fastq.gz,6615171,992275650
A0642_R2.fastq.gz,6615171,992275650
A0643_R1.fastq.gz,6781789,1017268350
A0643_R2.fastq.gz,6781789,1017268350
A0644_R1.fastq.gz,6734164,1010124600
A0644_R2.fastq.gz,6734164,1010124600
A0645_R1.fastq.gz,6740037,1011005550
A0645_R2.fastq.gz,6740037,1011005550
A0646_R1.fastq.gz,6747322,1012098300
A0646_R2.fastq.gz,6747322,1012098300
